lon,lat,MunicipalityID,Department Name,Municipality Name,Rural Population,Urban Population,Total Population
-75.68536142,4.59939743,12371,Quindio,Circasia,7410,20032,27442
-75.26356239,4.436262495,12013,Tolima,Ibague,29754,468647,498401
-73.93903897,4.566877637,12658,Cundinamarca,Choachi,7715,3450,11165
-74.36328601,4.586849151,11697,Cundinamarca,San Antonio Del Tequendama,11526,848,12374
-74.70940859,4.55678281,11694,Cundinamarca,Jerusalen,2116,607,2723
-73.42364636,4.439608142,12616,Cundinamarca,Medina,6426,3419,9845
-75.837594,4.593422214,12234,Quindio,Quimbaya,6834,27222,34056
-74.25226583,4.528749252,12535,Cundinamarca,Soacha,5452,396555,402007
-74.54687502,4.543652027,12578,Cundinamarca,Anapoima,6638,4865,11503
-74.93942494,4.492616583,11698,Tolima,Piedras,3804,1623,5427
-74.59773307,4.509010325,12526,Cundinamarca,Apulo,4670,3152,7822
-75.979024,4.570232533,11752,Valle del Cauca,Obando,4623,9757,14380
-74.4464332,4.541724787,11627,Cundinamarca,El Colegio,12794,7636,20430
-74.66640436,4.436928215,11763,Cundinamarca,Tocaima,7220,9976,17196
-74.81009611,4.500748091,12128,Cundinamarca,Guataqui,1207,1282,2489
-75.51860305,4.424673105,11615,Tolima,Cajamarca,10428,9361,19789
-76.15084131,4.522110581,12511,Valle del Cauca,La Union,7496,24302,31798
-75.8163929,4.523128553,12581,Quindio,Montenegro,7705,32169,39874
-75.72328557,4.509465035,11701,Quindio,Armenia,7816,273114,280930
-76.3913628,4.490735573,11623,Valle del Cauca,El Dovio,4152,5396,9548
-75.98117305,4.47621106,12262,Valle del Cauca,La Victoria,4584,9550,14134
-73.99659508,4.484354457,12059,Cundinamarca,Ubaque,6015,864,6879
-74.35646742,4.512035775,12230,Cundinamarca,Granada,5267,1609,6876
-75.6672124,4.461360628,11842,Quindio,Calarca,17541,56200,73741
-76.99252565,4.279443424,11618,Choco,El Litoral Del San Juan,11186,1058,12244
-74.28288329,4.449078507,12356,Cundinamarca,Sibate,10487,21188,31675
-73.69636103,4.429062443,12293,Meta,San Juanito,1242,622,1864
-76.23714039,4.428985478,12053,Valle del Cauca,Roldanillo,10543,24155,34698
-75.82740403,4.440178425,11647,Quindio,La Tebaida,2895,30609,33504
-74.5081051,4.420549547,11579,Cundinamarca,Viota,9410,4157,13567
-74.38426609,4.425134016,12676,Cundinamarca,Silvania,15702,5690,21392
-74.95964869,4.336128519,12674,Tolima,Coello,7484,1533,9017
-76.09686555,4.359757643,12280,Valle del Cauca,Zarzal,12184,28799,40983
-74.07538369,4.414811518,12291,Cundinamarca,Chipaque,6054,2341,8395
-75.89821139,4.192998304,12279,Valle del Cauca,Sevilla,12811,35061,47872
-73.74433623,4.354278236,12434,Meta,El Calvario,1535,753,2288
-73.95722033,4.387062072,11740,Cundinamarca,Caqueza,10032,6410,16442
-74.84276697,4.369788429,11897,Cundinamarca,Narino,724,1368,2092
-72.98028336,4.285325544,12333,Meta,Cabuyaro,2234,1426,3660
-76.41204543,4.331362474,11884,Valle del Cauca,Bolivar,11634,3726,15360
-74.83505219,4.318006858,12410,Cundinamarca,Girardot,3475,94359,97834
-75.85576278,4.311062812,12227,Valle del Cauca,Caicedonia,6807,24140,30947
-75.66658704,4.382822277,12040,Quindio,Cordoba,2437,2997,5434
-75.76852681,4.381069414,11985,Quindio,Buenavista,1866,1220,3086
-73.46964343,4.199484086,12608,Meta,Restrepo,3500,6678,10178
-74.06204823,4.341851602,12211,Cundinamarca,Une,4298,3716,8014
-72.61632928,4.039267909,12556,Meta,Puerto Lopez,10395,18395,28790
-74.68999905,4.358418893,11975,Cundinamarca,Agua De Dios,2750,9072,11822
-74.26947034,4.30291945,12016,Cundinamarca,Pasca,8572,2550,11122
-74.38333047,4.292399517,12509,Cundinamarca,Fusagasuga,22706,86232,108938
-75.38963415,4.219545701,11987,Tolima,Rovira,12257,9408,21665
-73.85900962,4.295866395,11999,Cundinamarca,Quetame,5222,1348,6570
-74.5163928,4.306063058,11950,Cundinamarca,Tibacuy,4261,582,4843
-75.7132678,4.311453134,12682,Quindio,Pijao,2856,3827,6683
-74.75432642,4.291284274,11676,Cundinamarca,Ricaurte,4715,3430,8145
-73.97403828,4.301785135,12121,Cundinamarca,Fosca,5157,1497,6654
-74.6377682,4.282871744,11577,Cundinamarca,Nilo,11011,3163,14174
-75.75700481,4.227375661,12411,Quindio,Genova,4698,4936,9634
-76.1279457,4.195744688,11758,Valle del Cauca,Bugalagrande,10101,11500,21601
-75.6100928,4.097384704,12061,Tolima,Roncesvalles,4474,1795,6269
-75.14103809,4.110878974,12047,Tolima,San Luis,15557,3705,19262
-73.49149722,4.07423647,12312,Meta,Villavicencio,23758,356464,380222
-74.07789101,4.15889778,12058,Cundinamarca,Gutierrez,2633,856,3489
-73.32251818,4.220168239,12607,Meta,Cumaral,5895,10680,16575
-74.86149806,4.228791653,12247,Tolima,Flandes,4234,23709,27943
-74.41464222,4.212504192,11914,Cundinamarca,Arbelaez,7107,4699,11806
-75.19391733,4.171989388,12178,Tolima,Valle De San Juan,3708,2470,6178
-76.38639916,4.206471078,11859,Valle del Cauca,Trujillo,11201,7466,18667
-74.67206125,4.178497271,12675,Tolima,Melgar,5945,26829,32774
-74.56508109,4.120818379,11952,Tolima,Icononzo,8313,3336,11649
-73.88114289,4.175083512,11976,Cundinamarca,Guayabetal,3429,1351,4780
-74.83622887,4.047827745,11685,Tolima,Suarez,2574,1945,4519
-77.08586349,3.589503874,12629,Valle del Cauca,Buenaventura,35847,292947,328794
-74.48952429,4.154216782,11977,Cundinamarca,Pandi,4453,1015,5468
-74.76776731,4.107711303,11910,Tolima,Carmen De Apicala,2117,6277,8394
-76.14317889,4.113758276,12330,Valle del Cauca,Andalucia,4078,14058,18136
-74.91232486,4.150887741,12469,Tolima,Espinal,20439,55787,76226
-74.9983571,4.047959985,12530,Tolima,Guamo,18428,16353,34781
-73.78019959,4.009280924,12026,Meta,Acacias,9444,44775,54219
-74.35901726,4.129559418,11716,Cundinamarca,San Bernardo,6446,3888,10334
-76.41592501,4.102803337,12586,Valle del Cauca,Riofrio,11925,5451,17376
-76.0343783,4.027010439,11611,Valle del Cauca,Tulua,26353,160922,187275
-76.26123492,3.999367448,11714,Valle del Cauca,San Pedro,9802,5982,15784
-74.70695335,3.980310932,12226,Tolima,Cunday,8363,2326,10689
-76.63905753,3.954522198,12327,Valle del Cauca,Calima,6326,9171,15497
-75.29316259,3.925038134,12045,Tolima,Ortega,26307,7566,33873
-74.4734479,4.041592384,12193,Cundinamarca,Venecia,2972,962,3934
-75.50903138,3.953392047,12181,Tolima,San Antonio,10881,4450,15331
-76.42493434,3.931698105,11953,Valle del Cauca,Yotoco,8006,7557,15563
-73.98350374,3.922061384,12555,Meta,Guamal,2852,6045,8897
-74.47187685,3.874446827,11770,Cundinamarca,Cabrera,3652,1032,4684
-76.11854636,3.874773961,11934,Valle del Cauca,Guadalajara De Buga,17000,99893,116893
-68.40959186,3.259999847,11838,Guainia,Puerto Inirida,7073,10793,17866
-75.62452752,3.7370037,11861,Tolima,Chaparral,21374,25338,46712
-74.91039947,3.848490618,12694,Tolima,Purificacion,12225,15648,27873
-74.11422113,3.75884138,11804,Meta,Cubarral,2185,2967,5152
-73.21784823,3.798414823,11982,Meta,San Carlos De Guaroa,3515,3087,6602
-74.64962255,3.821683178,11781,Tolima,Villarrica,3854,2372,6226
-75.03473451,3.888734397,12594,Tolima,Saldana,6692,8298,14990
-75.17398645,3.727802536,11880,Tolima,Coyaima,23832,4224,28056
-73.53548348,3.793866001,12461,Meta,Castilla La Nueva,3898,3169,7067
-76.72482399,3.642440607,12591,Valle del Cauca,Dagua,26963,8307,35270
-72.96159556,3.533739275,11610,Meta,San Martin,3180,18170,21350
-76.56737226,3.795929272,12363,Valle del Cauca,Restrepo,7273,8532,15805
-76.49363391,3.732818472,12384,Valle del Cauca,Vijes,3930,5857,9787
-76.30813074,3.775007752,12168,Valle del Cauca,Guacari,13101,18701,31802
-74.89714261,3.728176807,11634,Tolima,Prado,5285,3476,8761
-76.20314316,3.73840471,12243,Valle del Cauca,Ginebra,11268,8000,19268
-74.72033699,3.39928973,11750,Huila,Colombia,8939,2234,11173
-76.60773864,3.668018271,11723,Valle del Cauca,La Cumbre,8832,2290,11122
-76.22355287,3.677383571,11751,Valle del Cauca,El Cerrito,21296,33302,54598
-74.8462394,3.575829209,12175,Tolima,Dolores,5506,3658,9164
-67.62845841,3.298319413,12406,Guainia,Cacahual,1592,0,1592
-76.25218521,3.553941729,11690,Valle del Cauca,Palmira,56348,228122,284470
-75.88387879,3.469797457,12379,Tolima,Rioblanco,21321,4315,25636
-73.79426463,3.654326113,12212,Meta,El Dorado,2015,1276,3291
-69.30453657,3.240169424,12048,Guainia,Barranco Minas,4384,0,4384
-75.15157125,3.536454542,11936,Tolima,Natagaima,9672,13540,23212
-74.45686604,3.011769345,12652,Meta,Uribe,9811,2669,12480
-74.04172697,3.4437938,11805,Meta,Lejanias,5678,3880,9558
-73.96442115,3.577227501,12536,Meta,El Castillo,5042,1833,6875
-76.54377797,3.569908503,12367,Valle del Cauca,Yumbo,11265,80927,92192
-75.53123033,3.409733195,11933,Tolima,Ataco,17340,4602,21942
-73.76213341,3.485888217,11737,Meta,Granada,9231,40941,50172
-76.59957732,3.399817254,12601,Valle del Cauca,Cali,36737,2083171,2119908
-74.13674493,3.052661988,11688,Meta,Mesetas,7632,3063,10695
-73.62950799,3.341675803,11908,Meta,Fuente De Oro,5418,5654,11072
-74.96218186,3.37460345,12585,Tolima,Alpujarra,3352,1822,5174
-76.18534754,3.417039288,11786,Valle del Cauca,Pradera,6597,42246,48843
-73.23215051,3.217939462,12388,Meta,Puerto Lleras,7534,3132,10666
-76.42466643,3.383657544,11916,Valle del Cauca,Candelaria,50676,19620,70296
-71.94964157,3.09705754,11898,Meta,Mapiripan,11983,1247,13230
-75.1619153,3.265071695,11856,Huila,Villavieja,4937,2437,7374
-75.38144319,3.253804021,12418,Huila,Aipe,7639,12144,19783
-76.2153493,3.303691444,12258,Valle del Cauca,Florida,14951,41057,56008
-75.85353467,3.166050978,11830,Tolima,Planadas,22209,7208,29417
-76.66502698,3.199857931,12397,Valle del Cauca,Jamundi,31235,65758,96993
-73.81149022,3.211780272,11791,Meta,San Juan De Arama,5824,3394,9218
-76.45364715,3.266924982,12302,Cauca,Puerto Tejada,5315,39009,44324
-76.23182041,3.226039479,12642,Cauca,Miranda,11224,22021,33245
-74.98730941,3.164918265,11682,Huila,Baraya,4606,4573,9179
-76.35689669,3.199693025,11657,Cauca,Padilla,4417,3919,8336
-77.31315566,3.011654127,11606,Cauca,Lopez,15009,4317,19326
-75.33997659,3.011458093,11927,Huila,Neiva,20072,295961,316033
-76.39808153,3.069919189,11605,Cauca,Caloto,32773,4148,36921
-76.21154304,3.136683037,11576,Cauca,Corinto,16157,12153,28310
-73.65331597,2.787644025,12395,Meta,Vistahermosa,14882,6166,21048
-75.07932451,3.041199493,12319,Huila,Tello,7927,5626,13553
-76.53440547,2.988039092,11931,Cauca,Santander De Quilichao,40031,40251,80282
-73.13955609,2.782726775,11875,Meta,Puerto Rico,12407,4961,17368
-76.70311453,2.993271672,11749,Cauca,Buenos Aires,25029,1932,26961
-76.21804385,2.987862867,11769,Cauca,Toribio,24811,1701,26512
-68.16984388,2.419536383,12391,Guainia,Puerto Colombia,3753,0,3753
-75.73069129,2.970985455,12425,Huila,Santa Maria,7469,2749,10218
-78.23215225,3.005629573,12695,Cauca,Timbiqui,17424,4310,21734
-75.44856167,2.879198759,11757,Huila,Palermo,14562,12655,27217
-76.80702815,2.905696262,11863,Cauca,Suarez,14596,4648,19244
-76.06536919,2.723378649,11969,Cauca,Paez,29074,2726,31800
-75.71134006,2.843228142,11709,Huila,Teruel,4145,4081,8226
-76.32694227,2.845348484,12477,Cauca,Jambalo,13581,1044,14625
-76.50838273,2.815945272,12366,Cauca,Caldono,29548,1358,30906
-77.5487591,2.710049446,12695,Cauca,Timbiqui,17424,4310,21734
-74.46443132,1.686797975,11788,Caqueta,San Vicente Del Caguan,25663,31011,56674
-76.77517831,2.793854317,11822,Cauca,Morales,22786,1605,24391
-75.79851424,2.767148624,12022,Huila,Iquira,8167,2460,10627
-75.21615056,2.77412718,12628,Huila,Rivera,7717,8967,16684
-71.91384906,2.354057104,12475,Guaviare,San Jose Del Guaviare,19131,34863,53994
-77.09760255,2.571150505,12176,Cauca,El Tambo,40094,5710,45804
-72.65970116,2.718144037,11744,Meta,Puerto Concordia,8398,7566,15964
-76.59737402,2.702145442,12598,Cauca,Piendamo,23110,12694,35804
-76.37642646,2.667773866,12606,Cauca,Silvia,26850,4110,30960
-76.75186357,2.648972723,12681,Cauca,Cajibio,33120,1586,34706
-75.8519078,2.663772321,12660,Huila,Nataga,3918,1913,5831
-75.37203228,2.655731227,11959,Huila,Campoalegre,8200,23986,32186
-77.67021848,2.436065765,12051,Cauca,Guapi,12390,16273,28663
-75.53223629,2.635280874,12246,Huila,Yaguara,1231,6634,7865
-75.2334172,2.544756782,11989,Huila,Algeciras,9587,13840,23427
-75.715463,2.53524125,11776,Huila,Tesalia,4019,4855,8874
-77.91898378,2.370570551,12544,Narino,Santa Barbara,12598,2734,15332
-76.1667321,2.514440751,11841,Cauca,Inza,24849,2140,26989
-74.06840954,2.147515454,12268,Meta,La Macarena,20541,3623,24164
-77.91394619,2.250905723,11733,Narino,El Charco,18965,6768,25733
-75.47689225,2.533888067,12683,Huila,Hobo,1606,4939,6545
-76.41435963,2.462673563,11617,Cauca,Totoro,16078,1352,17430
-78.49317748,2.419938435,12019,Narino,Mosquera,8192,3803,11995
-78.28842451,2.289654202,11970,Narino,La Tola,2752,5656,8408
-76.64338095,2.476775456,11573,Cauca,Popayan,30534,226978,257512
-75.53632494,2.380031426,12579,Huila,Gigante,13922,14230,28152
-76.10447812,2.320559513,12617,Huila,La Plata,31483,20706,52189
-67.46266776,2.111626016,12151,Guainia,San Felipe,1362,0,1362
-78.3541496,2.187008742,12375,Narino,Olaya Herrera,23777,3582,27359
-76.77186934,2.369964598,12572,Cauca,Timbio,19110,10918,30028
-75.77093917,2.400464645,12201,Huila,Paicol,3183,2025,5208
-78.61140113,2.166480818,12179,Narino,Francisco Pizarro,5822,5207,11029
-76.64739622,2.245067649,11808,Cauca,Sotara,15305,391,15696
-76.48183766,2.228339396,11926,Cauca,Purace,13160,1810,14970
-77.2842395,2.274515282,12259,Cauca,Argelia,21383,3155,24538
-75.74884275,2.283488874,11874,Huila,Agrado,3903,4586,8489
-75.12452599,1.885493944,12328,Caqueta,Puerto Rico,19791,12617,32408
-77.08928407,2.159412796,12351,Cauca,Patia,21516,11679,33195
-69.10950993,1.937470305,11648,Guainia,Pana Pana,2224,0,2224
-75.83139105,2.229866102,12202,Huila,Pital,8480,4355,12835
-76.81409104,2.26573885,12534,Cauca,Rosas,11221,1445,12666
-75.5723814,2.195445793,11836,Huila,Garzon,36368,33455,69823
-78.42352949,1.937676943,12000,Narino,Roberto Payan,16029,863,16892
-76.78590608,2.19664956,12240,Cauca,La Sierra,9512,1425,10937
-75.28588157,1.708614421,12188,Caqueta,El Doncello,8168,13379,21547
-71.57562216,1.926077195,12138,Guaviare,El Retorno,11715,7348,19063
-76.20477849,2.176728812,12147,Huila,La Argentina,7929,3663,11592
-77.22775862,2.106754839,11785,Cauca,Balboa,17487,6115,23602
-75.89284314,2.133993543,12346,Huila,Tarqui,11614,4300,15914
-77.94348192,1.920490259,12677,Narino,Magui,13157,3237,16394
-76.04593538,2.07528946,12424,Huila,Oporapa,7887,2897,10784
-77.37562044,1.961464203,11943,Narino,Leiva,8549,3236,11785
-76.80985468,2.062298837,12506,Cauca,La Vega,35880,2555,38435
-75.62069244,1.742023795,12427,Caqueta,Florencia,21973,121898,143871
-76.20957077,2.064222526,12467,Huila,Saladoblanco,8083,2152,10235
-75.68450781,2.010175106,12225,Huila,Guadalupe,12868,4718,17586
-76.43471742,1.863853442,11990,Huila,San Agustin,19775,9912,29687
-75.80446038,2.054972968,11790,Huila,Altamira,1175,2416,3591
-76.28167258,1.976264449,12568,Huila,Isnos,18955,4747,23702
-78.69433133,1.587093424,11810,Narino,San Andres De Tumaco,75366,84668,160034
-76.98557225,1.820887839,12341,Cauca,Bolivar,38682,5296,43978
-75.98057998,1.990078321,11835,Huila,Elias,2234,1103,3337
-70.63332483,1.62700045,12054,Vaupes,Papunaua,879,0,879
-75.82878147,1.888441538,11814,Huila,Suaza,11092,3264,14356
-76.75025842,1.867203931,12284,Cauca,San Sebastian,11805,1015,12820
-75.97340989,1.912021423,12684,Huila,Timana,13327,6698,20025
-76.88272375,1.90887056,12251,Cauca,Almaguer,18812,1651,20463
-73.06305766,1.526375039,11888,Guaviare,Calamar,6377,4806,11183
-77.20669919,1.793633956,11906,Cauca,Mercaderes,13168,4534,17702
-76.16476992,1.759910942,12332,Huila,Pitalito,42592,59893,102485
-77.49181418,1.73298586,11640,Narino,Policarpa,11588,2197,13785
-76.57858289,1.510085396,12521,Cauca,Santa Rosa,7953,1626,9579
-77.39161674,1.786178813,11882,Narino,El Rosario,7811,3557,11368
-75.97069794,1.68855115,12688,Huila,Acevedo,21828,4556,26384
-75.41793689,1.531031157,12443,Caqueta,El Paujil,8935,8699,17634
-72.05656732,1.267007127,12563,Guaviare,Miraflores,8539,2772,11311
-76.13628348,1.632702595,12691,Huila,Palestina,8550,1699,10249
-75.42861674,1.34604783,12296,Caqueta,La Montanita,17936,4245,22181
-77.59295483,1.676805554,12670,Narino,Cumbitara,10108,1317,11425
-78.13846538,1.533458245,11639,Narino,Barbacoas,18668,11602,30270
-75.93257736,1.46012951,12571,Caqueta,Belen De Los Andaquies,5525,5556,11081
-77.09124753,1.712508653,11905,Cauca,Florencia,4715,1313,6028
-77.62909978,1.57786679,12618,Narino,Los Andes,10494,5755,16249
-77.02371457,1.670198864,11815,Narino,San Pablo,14205,3898,18103
-71.33787925,1.020809801,12043,Vaupes,Caruru,2607,635,3242
-77.35521797,1.59388354,12396,Narino,Taminango,13709,3509,17218
-77.08715176,1.639494873,11792,Narino,Colon,8384,1274,9658
-77.15916709,1.626886319,12320,Narino,La Union,17636,10278,27914
-77.24599815,1.557308281,12634,Narino,San Lorenzo,16234,2164,18398
-67.02656702,1.367860555,12309,Guainia,La Guadalupe,225,0,225
-70.40996762,0.972075639,11918,Vaupes,Mitu,15316,13066,28382
-76.92629066,1.5649499,12494,Narino,La Cruz,11374,6256,17630
-77.05409083,1.594809021,12149,Narino,Belen,3774,2813,6587
-75.78256291,1.491710933,12473,Caqueta,Morelia,2060,1658,3718
-77.70533268,1.512316154,12558,Narino,La Llanada,4578,1966,6544
-77.12982492,1.555318001,11652,Narino,San Pedro De Cartago,6439,612,7051
-77.03797785,1.53861687,12462,Narino,San Bernardo,11186,3075,14261
-77.08457904,1.499234926,12692,Narino,Alban,12940,6363,19303
-77.16345944,1.494103107,12213,Narino,Arboleda,6414,1029,7443
-77.7262562,1.437827162,12600,Narino,Samaniego,32923,17514,50437
-76.32935095,1.144205709,12449,Cauca,Piamonte,6540,543,7083
-77.41813496,1.447286515,12549,Narino,El Tambo,9018,5128,14146
-76.1655529,1.307808314,12239,Caqueta,San Jose Del Fragua,9342,4540,13882
-77.31677903,1.437542785,12044,Narino,Chachagui,6674,6118,12792
-76.97582962,1.37985861,12088,Narino,El Tablon De Gomez,13006,985,13991
-77.54421696,1.400542923,12084,Narino,Linares,9552,2269,11821
-78.22152656,1.205553878,12685,Narino,Ricaurte,12832,2072,14904
-77.17220371,1.338141165,12468,Narino,Buesaco,17547,4686,22233
-77.77375958,1.322877899,11915,Narino,Santacruz,16186,4484,20670
-77.41270181,1.356932617,12171,Narino,La Florida,9547,1876,11423
-74.60588614,0.852454891,11853,Caqueta,Cartagena Del Chaira,19252,9426,28678
-76.64038521,1.16001089,11603,Putumayo,Mocoa,10004,25751,35755
-77.48283195,1.307223225,11857,Narino,Sandona,14550,10670,25220
-75.72449151,1.129208,12404,Caqueta,Valparaiso,7942,3158,11100
-75.5460735,1.153818861,11797,Caqueta,Milan,9884,1603,11487
-75.93745315,1.241585978,11759,Caqueta,Albania,4157,2237,6394
-77.21098705,1.040568516,12214,Narino,Pasto,70241,312377,382618
-77.63086573,1.247218841,12103,Narino,Providencia,7627,4072,11699
-77.87004798,1.170476203,12533,Narino,Mallama,7822,1464,9286
-77.56931136,1.273410927,12119,Narino,Ancuya,7119,1872,8991
-76.85480868,1.151624961,11767,Putumayo,San Francisco,3095,3713,6808
-77.67034728,1.160049195,12109,Narino,Tuquerres,24995,16385,41380
-77.47820101,1.226516159,12493,Narino,Consaca,8588,1699,10287
-76.9601182,1.207359609,12113,Putumayo,Sibundoy,4122,9148,13270
-77.55837051,1.179305799,12326,Narino,Guaitarilla,9794,3918,13712
-76.03039949,1.098600113,12063,Caqueta,Curillo,4851,6270,11121
-77.44198557,1.161120799,12256,Narino,Yacuanquer,7562,2403,9965
-77.03589396,1.17281826,12637,Putumayo,Colon,2231,2935,5166
-73.27597232,0.228419879,12229,Caqueta,Solano,17569,1858,19427
-77.3864499,1.09190246,12550,Narino,Tangua,8751,2141,10892
-76.95186559,1.038047502,12569,Putumayo,Santiago,6076,3133,9209
-77.53331287,1.093313296,12382,Narino,Imues,6796,696,7492
-77.70660816,1.059541801,11865,Narino,Sapuyes,5814,1659,7473
-77.34093932,0.925082025,11684,Narino,Funes,4593,2398,6991
-75.78795238,0.953978438,12393,Caqueta,Solita,6087,3047,9134
-77.96741309,0.929725556,12036,Narino,Cumbal,24284,6712,30996
-77.59872026,1.053053497,12689,Narino,Ospina,6122,2099,8221
-76.72794567,0.896634401,12643,Putumayo,Villagarzon,11716,9069,20785
-69.6495678,0.79163546,11831,Vaupes,Yavarate,1269,0,1269
-77.78151133,1.00207354,12170,Narino,Guachucal,13616,3221,16837
-75.91281092,0.746516135,12028,Putumayo,Puerto Guzman,18973,3706,22679
-77.55000478,1.001012751,11607,Narino,Iles,6115,1721,7836
-77.67003794,0.936449628,12357,Narino,Pupiales,13189,5215,18404
-77.60933411,0.953786627,11660,Narino,Gualmatan,3523,2150,5673
-76.93474038,0.668216293,12457,Putumayo,Orito,26447,17207,43654
-77.73490699,0.912045058,12557,Narino,Aldana,5079,1771,6850
-77.54652123,0.933832253,12018,Narino,Contadero,4757,1910,6667
-77.31980071,0.821229357,11613,Narino,Puerres,6167,2812,8979
-77.77914551,0.881450918,12661,Narino,Cuaspud,6098,2003,8101
-77.36174801,0.791381885,12347,Narino,Cordoba,11406,2093,13499
-77.3864691,0.571368018,12031,Narino,Ipiales,34754,74362,109116
-77.40666858,0.747922024,11644,Narino,Potosi,11150,2002,13152
-70.89772644,0.157118253,12669,Vaupes,Pacoa,4459,0,4459
-76.41350999,0.676369059,11661,Putumayo,Puerto Caicedo,10062,4144,14206
-75.1029617,0.062976859,11727,Putumayo,Leguizamo,8936,7108,16044
-76.33682525,0.463502472,12112,Putumayo,Puerto Asis,28150,27609,55759
-76.95174341,0.392233394,11973,Putumayo,Valle Del Guamuez,27618,17341,44959
-76.76302903,0.316608241,12092,Putumayo,San Miguel,17086,4752,21838
-71.17507547,-0.723276145,11937,Amazonas,Miriti,1643,0,1643
-69.90809534,-0.759267861,11734,Vaupes,Taraira,873,175,1048
-72.0025323,-1.181530186,12079,Amazonas,Puerto Santander,2373,0,2373
-72.89294496,-1.316064408,11624,Amazonas,La Chorrera,3337,0,3337
-70.04608137,-1.514695806,11901,Amazonas,La Pedrera,3711,0,3711
-72.78309772,-2.077631442,12014,Amazonas,El Encanto,4376,0,4376
-70.01144885,-2.565344912,11707,Amazonas,Tarapaca,3775,0,3775
-70.04441583,-3.572238935,12436,Amazonas,Leticia,14021,23811,37832
-70.44792014,-3.649103037,11960,Amazonas,Puerto Narino,5135,1848,6983
-75.14838165,9.07510957,11680,Sucre,El Roble,5720,3713,9433
-73.06946693,10.43313201,11951,La Guajira,La Jagua Del Pilar,771,1950,2721
-72.53601967,11.2327174,12122,La Guajira,Albania,10632,10183,20815
-74.18252179,10.79877525,11780,Magdalena,Zona Bananera,52765,4239,57004
-74.11994676,10.26620174,11798,Magdalena,Algarrobo,4414,7364,11778
-74.78230756,10.23568004,11849,Magdalena,Concordia,6255,3989,10244
-74.69671282,10.12147093,12083,Magdalena,Zapayan,5452,3190,8642
-75.04990136,10.19650271,11595,Bolivar,Arroyohondo,3588,5216,8804
-74.28038542,10.07633182,12204,Magdalena,Sabanas De San Angel,11476,3419,14895
-74.33409154,9.731325914,11984,Magdalena,Nueva Granada,9830,6304,16134
-74.66383483,9.514657261,11590,Magdalena,Santa Barbara De Pinto,4958,6150,11108
-70.25415231,2.789223276,11783,Guainia,Mapiripana,3072,0,3072
-69.78612501,2.392015184,12244,Guainia,Morichal,752,0,752
-71.2170146,-0.116606057,12452,Amazonas,La Victoria,979,0,979
-71.14143104,-1.970787212,12164,Amazonas,Puerto Arica,1440,0,1440
-73.84833763,-0.969348318,12029,Amazonas,Puerto Alegria,1277,0,1277
-77.46240992,1.513245818,11602,Narino,El Penol,5943,908,6851
-77.36187179,1.309139353,11944,Narino,Narino,1027,3156,4183
-76.96313455,2.039603796,11846,Cauca,Sucre,7535,1420,8955
-76.49113721,3.179422859,12399,Cauca,Villa Rica,3976,10350,14326
-75.54536923,9.520611149,12221,Sucre,Santiago De Tolu,5790,22318,28108
-75.67484826,9.376434729,11877,Sucre,Covenas,8210,3121,11331
-74.74306324,5.513717632,12289,Caldas,La Dorada,7424,65501,72925
-74.95800613,5.536708983,12314,Caldas,Norcasia,2762,4141,6903
-75.06069324,5.580920241,12308,Caldas,Samana,20671,4978,25649
-76.70378467,6.023739859,12194,Choco,Medio Atrato,20309,728,21037
-76.60933839,5.565955479,12255,Choco,Atrato,5073,2488,7561
-76.81655499,5.558750373,11628,Choco,Rio Quito,5764,2124,7888
-76.59112854,5.365381833,12437,Choco,Certegui,4367,5157,9524
-76.6589321,5.249631543,11632,Choco,Union Panamericana,4965,3196,8161
-77.09176366,5.140540393,12245,Choco,Medio Baudo,11254,461,11715
-76.46217949,5.153647331,12273,Choco,Rio Iro,6809,1275,8084
-76.73921387,4.933539129,11717,Choco,Medio San Juan,8794,4233,13027
-76.80729464,7.362606901,11907,Choco,Belen De Bajira,7676,6231,13907
-76.47560717,7.330437732,11967,Antioquia,Mutata,12154,4274,16428
-76.99346547,7.019041682,12460,Choco,Carmen Del Darien,3999,1112,5111
-81.72093331,12.54555985,12020,Archipielago de San Andres,San Andres,17206,48421,65627
-81.37848521,13.3907852,12698,San Andres y Providecia,Santa Catalina,0,671,671
-81.37709856,13.35384695,12697,San Andres y Providecia,Providencia,4040,1100,5140
